Âge,Attrition,VoyageD'Affaires,TarifQuotidien,Service,DistanceMaison,Éducation,DomaineÉducation,NombreEmployés,NuméroD'Employé,SatisfactionEnvironnement,Genre,TarifHoraire,EngagementTravail,ÉchellePoste,ResponsabilitéPoste,SatisfactionTravail,ÉtatCivil,SalaireMensuel,TarifMensuel,NombreEntreprisesDéjàTravaillé,PlusDe18,TempsSupplémentaire,AugmentationSalairePourcentage,CotePerformance,SatisfactionRelation,HeuresTravailléesStandard,NiveauOptionStocks,AnnéesTravailléesTotal,NombreFormationsAnDernier,ÉquilibreTravailFamille,AnnéesEmployé,AnnéesPosteActuel,AnnéesDepuisDernièrePromotion,AnnéesAvecGestionnaireActuel
37,Non,Voyage_Rarement,674,Recherche et développement,13,3,Médical,1,1543,1,Homme,47,3,2,Scientifique chercheur(e),4,Marié(e),4285,3031,1,O,Non,17,3,1,80,0,10,2,3,10,8,3,7
29,Non,Voyage_Rarement,441,Recherche et développement,8,1,Autre,1,1544,3,Femme,39,1,2,Représentant(e) en santé,1,Marié(e),9715,7288,3,O,Non,13,3,3,80,1,9,3,3,7,7,0,7
33,Non,Voyage_Rarement,575,Recherche et développement,25,3,Sciences biologiques,1,1545,4,Homme,44,2,2,Chef de la production,2,Célibataire,4320,24152,1,O,Non,13,3,4,80,0,5,2,3,5,3,0,2
45,Non,Voyage_Rarement,950,Recherche et développement,28,3,Diplôme technique,1,1546,4,Homme,97,3,1,Scientifique chercheur(e),4,Marié(e),2132,4585,4,O,Non,20,4,4,80,1,8,3,3,5,4,0,3
42,Non,Voyage_Souvent,288,Recherche et développement,2,3,Sciences biologiques,1,1547,4,Homme,40,3,3,Représentant(e) en santé,4,Marié(e),10124,18611,2,O,Oui,14,3,3,80,1,24,3,1,20,8,13,9
40,Non,Voyage_Rarement,1342,Ventes,9,2,Médical,1,1548,1,Homme,47,3,2,Directeur/directrice commercial,1,Marié(e),5473,19345,0,O,Non,12,3,4,80,0,9,5,4,8,4,7,1
33,Non,Voyage_Rarement,589,Recherche et développement,28,4,Sciences biologiques,1,1549,2,Homme,79,3,2,Technicien(ne) en laboratoire,3,Marié(e),5207,22949,1,O,Oui,12,3,2,80,1,15,3,3,15,14,5,7
40,Non,Voyage_Rarement,898,Ressources humaines,6,2,Médical,1,1550,3,Homme,38,3,4,Gestionnaire,4,Célibataire,16437,17381,1,O,Oui,21,4,4,80,0,21,2,3,21,7,7,7
24,Non,Voyage_Rarement,350,Recherche et développement,21,2,Diplôme technique,1,1551,3,Homme,57,2,1,Technicien(ne) en laboratoire,1,Divorcé(e),2296,10036,0,O,Non,14,3,2,80,3,2,3,3,1,1,0,0
40,Non,Ne_Voyage_Pas,1142,Recherche et développement,8,2,Sciences biologiques,1,1552,4,Homme,72,3,2,Représentant(e) en santé,4,Divorcé(e),4069,8841,3,O,Oui,18,3,3,80,0,8,2,3,2,2,2,2
45,Non,Voyage_Rarement,538,Recherche et développement,1,4,Diplôme technique,1,1553,1,Homme,66,3,3,Représentant(e) en santé,2,Divorcé(e),7441,20933,1,O,Non,12,3,1,80,3,10,4,3,10,8,7,7
35,Non,Voyage_Rarement,1402,Ventes,28,4,Sciences biologiques,1,1554,2,Femme,98,2,1,Représentant(e) commercial,3,Marié(e),2430,26204,0,O,Non,23,4,1,80,2,6,5,3,5,3,4,2
32,Non,Voyage_Rarement,824,Recherche et développement,5,2,Sciences biologiques,1,1555,4,Femme,67,2,2,Scientifique chercheur(e),2,Marié(e),5878,15624,3,O,Non,12,3,1,80,1,12,2,3,7,1,2,5
36,Non,Voyage_Rarement,1157,Ventes,2,4,Sciences biologiques,1,1556,3,Homme,70,3,1,Représentant(e) commercial,4,Célibataire,2644,17001,3,O,Oui,21,4,4,80,0,7,3,2,3,2,1,2
48,Non,Voyage_Rarement,492,Ventes,16,4,Sciences biologiques,1,1557,3,Femme,96,3,2,Directeur/directrice commercial,3,Divorcé(e),6439,13693,8,O,Non,14,3,3,80,1,18,2,3,8,7,7,7
29,Non,Voyage_Rarement,598,Recherche et développement,9,3,Sciences biologiques,1,1558,3,Homme,91,4,1,Scientifique chercheur(e),3,Marié(e),2451,22376,6,O,Non,18,3,1,80,2,5,2,2,1,0,0,0
33,Non,Voyage_Rarement,1242,Ventes,8,4,Sciences biologiques,1,1560,1,Homme,46,3,2,Directeur/directrice commercial,1,Marié(e),6392,10589,2,O,Non,13,3,4,80,1,8,6,1,2,2,2,2
30,Oui,Voyage_Rarement,740,Ventes,1,3,Sciences biologiques,1,1562,2,Homme,64,2,2,Directeur/directrice commercial,1,Marié(e),9714,5323,1,O,Non,11,3,4,80,1,10,4,3,10,8,6,7
38,Non,Voyage_Souvent,888,Ressources humaines,10,4,Ressources humaines,1,1563,3,Homme,71,3,2,Ressources humaines,3,Marié(e),6077,14814,3,O,Non,11,3,3,80,0,10,2,3,6,3,1,2
35,Non,Voyage_Rarement,992,Recherche et développement,1,3,Médical,1,1564,4,Homme,68,2,1,Technicien(ne) en laboratoire,1,Célibataire,2450,21731,1,O,Non,19,3,2,80,0,3,3,3,3,0,1,2
30,Non,Voyage_Rarement,1288,Ventes,29,4,Diplôme technique,1,1568,3,Homme,33,3,3,Directeur/directrice commercial,2,Marié(e),9250,17799,3,O,Non,12,3,2,80,1,9,3,3,4,2,1,3
35,Oui,Voyage_Rarement,104,Recherche et développement,2,3,Sciences biologiques,1,1569,1,Femme,69,3,1,Technicien(ne) en laboratoire,1,Divorcé(e),2074,26619,1,O,Oui,12,3,4,80,1,1,2,3,1,0,0,0
53,Oui,Voyage_Rarement,607,Recherche et développement,2,5,Diplôme technique,1,1572,3,Femme,78,2,3,Chef de la production,4,Marié(e),10169,14618,0,O,Non,16,3,2,80,1,34,4,3,33,7,1,9
38,Oui,Voyage_Rarement,903,Recherche et développement,2,3,Médical,1,1573,3,Homme,81,3,2,Chef de la production,2,Marié(e),4855,7653,4,O,Non,11,3,1,80,2,7,2,3,5,2,1,4
32,Non,Ne_Voyage_Pas,1200,Recherche et développement,1,4,Diplôme technique,1,1574,4,Homme,62,3,2,Scientifique chercheur(e),1,Marié(e),4087,25174,4,O,Non,14,3,2,80,1,9,3,2,6,5,1,2
48,Non,Voyage_Rarement,1108,Recherche et développement,15,4,Autre,1,1576,3,Femme,65,3,1,Scientifique chercheur(e),1,Marié(e),2367,16530,8,O,Non,12,3,4,80,1,10,3,2,8,2,7,6
34,Non,Voyage_Rarement,479,Recherche et développement,7,4,Médical,1,1577,1,Homme,35,3,1,Scientifique chercheur(e),4,Célibataire,2972,22061,1,O,Non,13,3,3,80,0,1,4,1,1,0,0,0
55,Non,Voyage_Rarement,685,Ventes,26,5,Marketing,1,1578,3,Homme,60,2,5,Gestionnaire,4,Marié(e),19586,23037,1,O,Non,21,4,3,80,1,36,3,3,36,6,2,13
34,Non,Voyage_Rarement,1351,Recherche et développement,1,4,Sciences biologiques,1,1580,2,Homme,45,3,2,Scientifique chercheur(e),4,Marié(e),5484,13008,9,O,Non,17,3,2,80,1,9,3,2,2,2,2,1
26,Non,Voyage_Rarement,474,Recherche et développement,3,3,Sciences biologiques,1,1581,1,Femme,89,3,1,Scientifique chercheur(e),4,Marié(e),2061,11133,1,O,Non,21,4,1,80,0,1,5,3,1,0,0,0
38,Non,Voyage_Rarement,1245,Ventes,14,3,Sciences biologiques,1,1582,3,Homme,80,3,2,Directeur/directrice commercial,2,Marié(e),9924,12355,0,O,Non,11,3,4,80,1,10,3,3,9,8,7,7
38,Non,Voyage_Rarement,437,Ventes,16,3,Sciences biologiques,1,1583,2,Femme,90,3,2,Directeur/directrice commercial,2,Célibataire,4198,16379,2,O,Non,12,3,2,80,0,8,5,4,3,2,1,2
36,Non,Voyage_Rarement,884,Ventes,1,4,Sciences biologiques,1,1585,2,Femme,73,3,2,Directeur/directrice commercial,3,Célibataire,6815,21447,6,O,Non,13,3,1,80,0,15,5,3,1,0,0,0
29,Non,Voyage_Rarement,1370,Recherche et développement,3,1,Médical,1,1586,2,Homme,87,3,1,Technicien(ne) en laboratoire,1,Célibataire,4723,16213,1,O,Oui,18,3,4,80,0,10,3,3,10,9,1,5
35,Non,Voyage_Rarement,670,Recherche et développement,10,4,Médical,1,1587,1,Femme,51,3,2,Représentant(e) en santé,3,Célibataire,6142,4223,3,O,Oui,16,3,3,80,0,10,4,3,5,2,0,4
39,Non,Voyage_Rarement,1462,Ventes,6,3,Médical,1,1588,4,Homme,38,4,3,Directeur/directrice commercial,3,Marié(e),8237,4658,2,O,Non,11,3,1,80,1,11,3,3,7,6,7,6
29,Non,Voyage_Souvent,995,Recherche et développement,2,1,Sciences biologiques,1,1590,1,Homme,87,3,2,Représentant(e) en santé,4,Divorcé(e),8853,24483,1,O,Non,19,3,4,80,1,6,0,4,6,4,1,3
50,Non,Voyage_Rarement,264,Ventes,9,3,Marketing,1,1591,3,Homme,59,3,5,Gestionnaire,3,Marié(e),19331,19519,4,O,Oui,16,3,3,80,1,27,2,3,1,0,0,0
23,Non,Voyage_Rarement,977,Recherche et développement,10,3,Diplôme technique,1,1592,4,Homme,45,4,1,Scientifique chercheur(e),3,Marié(e),2073,12826,2,O,Non,16,3,4,80,1,4,2,3,2,2,2,2
36,Non,Voyage_Souvent,1302,Recherche et développement,6,4,Sciences biologiques,1,1594,1,Homme,80,4,2,Technicien(ne) en laboratoire,1,Marié(e),5562,19711,3,O,Oui,13,3,4,80,1,9,3,3,3,2,0,2
42,Non,Voyage_Rarement,1059,Recherche et développement,9,2,Autre,1,1595,4,Homme,93,2,5,Gestionnaire,4,Célibataire,19613,26362,8,O,Non,22,4,4,80,0,24,2,3,1,0,0,1
35,Non,Voyage_Rarement,750,Recherche et développement,28,3,Sciences biologiques,1,1596,2,Homme,46,4,2,Technicien(ne) en laboratoire,3,Marié(e),3407,25348,1,O,Non,17,3,4,80,2,10,3,2,10,9,6,8
34,Non,Voyage_Souvent,653,Recherche et développement,10,4,Diplôme technique,1,1597,4,Homme,92,2,2,Représentant(e) en santé,3,Marié(e),5063,15332,1,O,Non,14,3,2,80,1,8,3,2,8,2,7,7
40,Non,Voyage_Rarement,118,Ventes,14,2,Sciences biologiques,1,1598,4,Femme,84,3,2,Directeur/directrice commercial,1,Marié(e),4639,11262,1,O,Non,15,3,3,80,1,5,2,3,5,4,1,2
43,Non,Voyage_Rarement,990,Recherche et développement,27,3,Diplôme technique,1,1599,4,Homme,87,4,1,Technicien(ne) en laboratoire,2,Divorcé(e),4876,5855,5,O,Non,12,3,3,80,1,8,0,3,6,4,0,2
35,Non,Voyage_Rarement,1349,Recherche et développement,7,2,Sciences biologiques,1,1601,3,Homme,63,2,1,Technicien(ne) en laboratoire,4,Marié(e),2690,7713,1,O,Non,18,3,4,80,1,1,5,2,1,0,0,1
46,Non,Voyage_Rarement,563,Ventes,1,4,Sciences biologiques,1,1602,4,Homme,56,4,4,Gestionnaire,1,Célibataire,17567,3156,1,O,Non,15,3,2,80,0,27,5,1,26,0,0,12
28,Oui,Voyage_Rarement,329,Recherche et développement,24,3,Médical,1,1604,3,Homme,51,3,1,Technicien(ne) en laboratoire,2,Marié(e),2408,7324,1,O,Oui,17,3,3,80,3,1,3,3,1,1,0,0
22,Non,Ne_Voyage_Pas,457,Recherche et développement,26,2,Autre,1,1605,2,Femme,85,2,1,Scientifique chercheur(e),3,Marié(e),2814,10293,1,O,Oui,14,3,2,80,0,4,2,2,4,2,1,3
50,Non,Voyage_Souvent,1234,Recherche et développement,20,5,Médical,1,1606,2,Homme,41,3,4,Représentant(e) en santé,3,Marié(e),11245,20689,2,O,Oui,15,3,3,80,1,32,3,3,30,8,12,13
32,Non,Voyage_Rarement,634,Recherche et développement,5,4,Autre,1,1607,2,Femme,35,4,1,Scientifique chercheur(e),4,Marié(e),3312,18783,3,O,Non,17,3,4,80,2,6,3,3,3,2,0,2
44,Non,Voyage_Rarement,1313,Recherche et développement,7,3,Médical,1,1608,2,Femme,31,3,5,Directeur/directrice de recherche,4,Divorcé(e),19049,3549,0,O,Oui,14,3,4,80,1,23,4,2,22,7,1,10
30,Non,Voyage_Rarement,241,Recherche et développement,7,3,Médical,1,1609,2,Homme,48,2,1,Scientifique chercheur(e),2,Marié(e),2141,5348,1,O,Non,12,3,2,80,1,6,3,2,6,4,1,1
45,Non,Voyage_Rarement,1015,Recherche et développement,5,5,Médical,1,1611,3,Femme,50,1,2,Technicien(ne) en laboratoire,1,Célibataire,5769,23447,1,O,Oui,14,3,1,80,0,10,3,3,10,7,1,4
45,Non,Ne_Voyage_Pas,336,Ventes,26,3,Marketing,1,1612,1,Homme,52,2,2,Directeur/directrice commercial,1,Marié(e),4385,24162,1,O,Non,15,3,1,80,1,10,2,3,10,7,4,5
31,Non,Voyage_Souvent,715,Ventes,2,4,Autre,1,1613,4,Homme,54,3,2,Directeur/directrice commercial,1,Célibataire,5332,21602,7,O,Non,13,3,4,80,0,10,3,3,5,2,0,3
36,Non,Voyage_Rarement,559,Recherche et développement,12,4,Sciences biologiques,1,1614,3,Femme,76,3,2,Chef de la production,3,Marié(e),4663,12421,9,O,Oui,12,3,2,80,2,7,2,3,3,2,1,1
34,Non,Voyage_Souvent,426,Recherche et développement,10,4,Sciences biologiques,1,1615,3,Homme,42,4,2,Chef de la production,4,Divorcé(e),4724,17000,1,O,Non,13,3,1,80,1,9,3,3,9,7,7,2
49,Non,Voyage_Rarement,722,Recherche et développement,25,4,Sciences biologiques,1,1617,3,Femme,84,3,1,Technicien(ne) en laboratoire,1,Marié(e),3211,22102,1,O,Non,14,3,4,80,1,10,3,2,9,6,1,4
39,Non,Voyage_Rarement,1387,Recherche et développement,10,5,Médical,1,1618,2,Homme,76,3,2,Chef de la production,1,Marié(e),5377,3835,2,O,Non,13,3,4,80,3,10,3,3,7,7,7,7
27,Non,Voyage_Rarement,1302,Recherche et développement,19,3,Autre,1,1619,4,Homme,67,2,1,Technicien(ne) en laboratoire,1,Divorcé(e),4066,16290,1,O,Non,11,3,1,80,2,7,3,3,7,7,0,7
35,Non,Voyage_Rarement,819,Recherche et développement,18,5,Sciences biologiques,1,1621,2,Homme,48,4,2,Scientifique chercheur(e),1,Marié(e),5208,26312,1,O,Non,11,3,4,80,0,16,2,3,16,15,1,10
28,Non,Voyage_Rarement,580,Recherche et développement,27,3,Médical,1,1622,2,Femme,39,1,2,Chef de la production,1,Divorcé(e),4877,20460,0,O,Non,21,4,2,80,1,6,5,2,5,3,0,0
21,Non,Voyage_Rarement,546,Recherche et développement,5,1,Médical,1,1623,3,Homme,97,3,1,Scientifique chercheur(e),4,Célibataire,3117,26009,1,O,Non,18,3,3,80,0,3,2,3,2,2,2,2
18,Oui,Voyage_Souvent,544,Ventes,3,2,Médical,1,1624,2,Femme,70,3,1,Représentant(e) commercial,4,Célibataire,1569,18420,1,O,Oui,12,3,3,80,0,0,2,4,0,0,0,0
47,Non,Voyage_Rarement,1176,Ressources humaines,26,4,Sciences biologiques,1,1625,4,Femme,98,3,5,Gestionnaire,3,Marié(e),19658,5220,3,O,Non,11,3,3,80,1,27,2,3,5,2,1,0
39,Non,Voyage_Rarement,170,Recherche et développement,3,2,Médical,1,1627,3,Homme,76,2,2,Technicien(ne) en laboratoire,3,Divorcé(e),3069,10302,0,O,Non,15,3,4,80,1,11,3,3,10,8,0,7
40,Non,Voyage_Rarement,884,Recherche et développement,15,3,Sciences biologiques,1,1628,1,Femme,80,2,3,Chef de la production,3,Marié(e),10435,25800,1,O,Non,13,3,4,80,2,18,2,3,18,15,14,12
35,Non,Ne_Voyage_Pas,208,Recherche et développement,8,4,Sciences biologiques,1,1630,3,Femme,52,3,2,Représentant(e) en santé,3,Marié(e),4148,12250,1,O,Non,12,3,4,80,1,15,5,3,14,11,2,9
37,Non,Voyage_Rarement,671,Recherche et développement,19,3,Sciences biologiques,1,1631,3,Homme,85,3,2,Chef de la production,3,Marié(e),5768,26493,3,O,Non,17,3,1,80,3,9,2,2,4,3,0,2
39,Non,Voyage_Souvent,711,Recherche et développement,4,3,Médical,1,1633,1,Femme,81,3,2,Chef de la production,3,Célibataire,5042,3140,0,O,Non,13,3,4,80,0,10,2,1,9,2,3,8
45,Non,Voyage_Rarement,1329,Recherche et développement,2,2,Autre,1,1635,4,Femme,59,2,2,Chef de la production,4,Divorcé(e),5770,5388,1,O,Non,19,3,1,80,2,10,3,3,10,7,3,9
38,Non,Voyage_Rarement,397,Recherche et développement,2,2,Médical,1,1638,4,Femme,54,2,3,Chef de la production,3,Marié(e),7756,14199,3,O,Oui,19,3,4,80,1,10,6,4,5,4,0,2
35,Oui,Voyage_Rarement,737,Ventes,10,3,Médical,1,1639,4,Homme,55,2,3,Directeur/directrice commercial,1,Marié(e),10306,21530,9,O,Non,17,3,3,80,0,15,3,3,13,12,6,0
37,Non,Voyage_Rarement,1470,Recherche et développement,10,3,Médical,1,1640,2,Femme,71,3,1,Scientifique chercheur(e),2,Marié(e),3936,9953,1,O,Non,11,3,1,80,1,8,2,1,8,4,7,7
40,Non,Voyage_Rarement,448,Recherche et développement,16,3,Sciences biologiques,1,1641,3,Femme,84,3,3,Chef de la production,4,Célibataire,7945,19948,6,O,Oui,15,3,4,80,0,18,2,2,4,2,3,3
44,Non,Voyage_Souvent,602,Ressources humaines,1,5,Ressources humaines,1,1642,1,Homme,37,3,2,Ressources humaines,4,Marié(e),5743,10503,4,O,Oui,11,3,3,80,0,14,3,3,10,7,0,2
48,Non,Voyage_Souvent,365,Recherche et développement,4,5,Médical,1,1644,3,Homme,89,2,4,Gestionnaire,4,Marié(e),15202,5602,2,O,Non,25,4,2,80,1,23,3,3,2,2,2,2
35,Oui,Voyage_Rarement,763,Ventes,15,2,Médical,1,1645,1,Homme,59,1,2,Directeur/directrice commercial,4,Divorcé(e),5440,22098,6,O,Oui,14,3,4,80,2,7,2,2,2,2,2,2
24,Non,Voyage_Souvent,567,Recherche et développement,2,1,Diplôme technique,1,1646,1,Femme,32,3,1,Scientifique chercheur(e),4,Célibataire,3760,17218,1,O,Oui,13,3,3,80,0,6,2,3,6,3,1,3
27,Non,Voyage_Rarement,486,Recherche et développement,8,3,Médical,1,1647,2,Femme,86,4,1,Scientifique chercheur(e),3,Marié(e),3517,22490,7,O,Non,17,3,1,80,0,5,0,3,3,2,0,2
27,Non,Voyage_Souvent,591,Recherche et développement,2,3,Médical,1,1648,4,Homme,87,3,1,Scientifique chercheur(e),4,Célibataire,2580,6297,2,O,Non,13,3,3,80,0,6,0,2,4,2,1,2
40,Oui,Voyage_Rarement,1329,Recherche et développement,7,3,Sciences biologiques,1,1649,1,Homme,73,3,1,Technicien(ne) en laboratoire,1,Célibataire,2166,3339,3,O,Oui,14,3,2,80,0,10,3,1,4,2,0,3
29,Non,Voyage_Rarement,469,Ventes,10,3,Médical,1,1650,3,Homme,42,2,2,Directeur/directrice commercial,3,Célibataire,5869,23413,9,O,Non,11,3,3,80,0,8,2,3,5,2,1,4
36,Non,Voyage_Rarement,711,Recherche et développement,5,4,Sciences biologiques,1,1651,2,Femme,42,3,3,Représentant(e) en santé,1,Marié(e),8008,22792,4,O,Non,12,3,3,80,2,9,6,3,3,2,0,2
25,Non,Voyage_Souvent,772,Recherche et développement,2,1,Sciences biologiques,1,1653,4,Homme,77,4,2,Chef de la production,3,Divorcé(e),5206,4973,1,O,Non,17,3,3,80,2,7,6,3,7,7,0,7
39,Non,Voyage_Rarement,492,Recherche et développement,12,3,Médical,1,1654,4,Homme,66,3,2,Chef de la production,2,Marié(e),5295,7693,4,O,Non,21,4,3,80,0,7,3,3,5,4,1,0
49,Non,Voyage_Rarement,301,Recherche et développement,22,4,Autre,1,1655,1,Femme,72,3,4,Directeur/directrice de recherche,2,Marié(e),16413,3498,3,O,Non,16,3,2,80,2,27,2,3,4,2,1,2
50,Non,Voyage_Rarement,813,Recherche et développement,17,5,Sciences biologiques,1,1656,4,Femme,50,2,3,Directeur/directrice de recherche,1,Divorcé(e),13269,21981,5,O,Non,15,3,3,80,3,19,3,3,14,11,1,11
20,Non,Voyage_Rarement,1141,Ventes,2,3,Médical,1,1657,3,Femme,31,3,1,Représentant(e) commercial,3,Célibataire,2783,13251,1,O,Non,19,3,1,80,0,2,3,3,2,2,2,2
34,Non,Voyage_Rarement,1130,Recherche et développement,3,3,Sciences biologiques,1,1658,4,Femme,66,3,2,Scientifique chercheur(e),2,Divorcé(e),5433,19332,1,O,Non,12,3,3,80,1,11,2,3,11,8,7,9
36,Non,Voyage_Rarement,311,Recherche et développement,7,3,Sciences biologiques,1,1659,1,Homme,77,3,1,Technicien(ne) en laboratoire,2,Célibataire,2013,10950,2,O,Non,11,3,3,80,0,15,4,3,4,3,1,3
49,Non,Voyage_Rarement,465,Recherche et développement,6,1,Sciences biologiques,1,1661,3,Femme,41,2,4,Représentant(e) en santé,3,Marié(e),13966,11652,2,O,Oui,19,3,2,80,1,30,3,3,15,11,2,12
36,Non,Ne_Voyage_Pas,894,Recherche et développement,1,4,Médical,1,1662,4,Femme,33,2,2,Chef de la production,3,Marié(e),4374,15411,0,O,Non,15,3,3,80,0,4,6,3,3,2,1,2
36,Non,Voyage_Rarement,1040,Recherche et développement,3,2,Sciences biologiques,1,1664,4,Homme,79,4,2,Représentant(e) en santé,1,Divorcé(e),6842,26308,6,O,Non,20,4,1,80,1,13,3,3,5,4,0,4
54,Non,Voyage_Rarement,584,Recherche et développement,22,5,Médical,1,1665,2,Femme,91,3,4,Gestionnaire,3,Marié(e),17426,18685,3,O,Non,25,4,3,80,1,36,6,3,10,8,4,7
43,Non,Voyage_Rarement,1291,Recherche et développement,15,2,Sciences biologiques,1,1666,3,Homme,65,2,4,Directeur/directrice de recherche,3,Marié(e),17603,3525,1,O,Non,24,4,1,80,1,14,3,3,14,10,6,11
35,Oui,Voyage_Souvent,880,Ventes,12,4,Autre,1,1667,4,Homme,36,3,2,Directeur/directrice commercial,4,Célibataire,4581,10414,3,O,Oui,24,4,1,80,0,13,2,4,11,9,6,7
38,Non,Voyage_Souvent,1189,Recherche et développement,1,3,Sciences biologiques,1,1668,4,Homme,90,3,2,Scientifique chercheur(e),4,Marié(e),4735,9867,7,O,Non,15,3,4,80,2,19,4,4,13,11,2,9
29,Non,Voyage_Rarement,991,Ventes,5,3,Médical,1,1669,1,Homme,43,2,2,Directeur/directrice commercial,2,Divorcé(e),4187,3356,1,O,Oui,13,3,2,80,1,10,3,2,10,0,0,9
33,Non,Voyage_Rarement,392,Ventes,2,4,Médical,1,1670,4,Homme,93,3,2,Directeur/directrice commercial,4,Divorcé(e),5505,3921,1,O,Non,14,3,3,80,2,6,5,3,6,2,0,4
32,Non,Voyage_Rarement,977,Recherche et développement,2,3,Médical,1,1671,4,Homme,45,3,2,Scientifique chercheur(e),2,Divorcé(e),5470,25518,0,O,Non,13,3,3,80,2,10,4,2,9,5,1,6
31,Non,Voyage_Rarement,1112,Ventes,5,4,Sciences biologiques,1,1673,1,Femme,67,3,2,Directeur/directrice commercial,4,Marié(e),5476,22589,1,O,Non,11,3,1,80,2,10,2,3,10,0,0,2
49,Non,Voyage_Rarement,464,Recherche et développement,16,3,Médical,1,1674,4,Femme,74,3,1,Technicien(ne) en laboratoire,1,Divorcé(e),2587,24941,4,O,Oui,16,3,2,80,1,17,2,2,2,2,2,2
38,Non,Voyage_Souvent,148,Recherche et développement,2,3,Médical,1,1675,4,Femme,42,2,1,Technicien(ne) en laboratoire,2,Célibataire,2440,23826,1,O,Non,22,4,2,80,0,4,3,3,4,3,3,3
47,Non,Voyage_Rarement,1225,Ventes,2,4,Sciences biologiques,1,1676,2,Femme,47,4,4,Gestionnaire,2,Divorcé(e),15972,21086,6,O,Non,14,3,3,80,3,29,2,3,3,2,1,2
49,Non,Voyage_Rarement,809,Recherche et développement,1,3,Sciences biologiques,1,1677,3,Homme,36,3,4,Gestionnaire,3,Célibataire,15379,22384,4,O,Non,14,3,1,80,0,23,2,3,8,7,0,0
41,Non,Voyage_Rarement,1206,Ventes,23,2,Sciences biologiques,1,1678,4,Homme,80,3,3,Directeur/directrice commercial,3,Célibataire,7082,11591,3,O,Oui,16,3,4,80,0,21,2,3,2,0,0,2
20,Non,Voyage_Rarement,727,Ventes,9,1,Sciences biologiques,1,1680,4,Homme,54,3,1,Représentant(e) commercial,1,Célibataire,2728,21082,1,O,Non,11,3,1,80,0,2,3,3,2,2,0,2
33,Non,Ne_Voyage_Pas,530,Ventes,16,3,Sciences biologiques,1,1681,3,Femme,36,3,2,Directeur/directrice commercial,4,Divorcé(e),5368,16130,1,O,Oui,25,4,3,80,1,7,2,3,6,5,1,2
36,Non,Voyage_Rarement,1351,Recherche et développement,26,4,Sciences biologiques,1,1682,1,Homme,80,3,2,Représentant(e) en santé,3,Marié(e),5347,7419,6,O,Non,14,3,2,80,2,10,2,2,3,2,0,2
44,Non,Voyage_Rarement,528,Ressources humaines,1,3,Sciences biologiques,1,1683,3,Femme,44,3,1,Ressources humaines,4,Divorcé(e),3195,4167,4,O,Oui,18,3,1,80,3,8,2,3,2,2,2,2
23,Oui,Voyage_Rarement,1320,Recherche et développement,8,1,Médical,1,1684,4,Homme,93,2,1,Technicien(ne) en laboratoire,3,Célibataire,3989,20586,1,O,Oui,11,3,1,80,0,5,2,3,5,4,1,2
38,Non,Voyage_Rarement,1495,Recherche et développement,4,2,Médical,1,1687,4,Femme,87,3,1,Technicien(ne) en laboratoire,3,Marié(e),3306,26176,7,O,Non,19,3,4,80,1,7,5,2,0,0,0,0
53,Non,Voyage_Rarement,1395,Recherche et développement,24,4,Médical,1,1689,2,Homme,48,4,3,Représentant(e) en santé,4,Marié(e),7005,3458,3,O,Non,15,3,3,80,0,11,2,3,4,3,1,2
48,Oui,Voyage_Souvent,708,Ventes,7,2,Médical,1,1691,4,Femme,95,3,1,Représentant(e) commercial,3,Marié(e),2655,11740,2,O,Oui,11,3,3,80,2,19,3,3,9,7,7,7
32,Oui,Voyage_Rarement,1259,Recherche et développement,2,4,Sciences biologiques,1,1692,4,Homme,95,3,1,Technicien(ne) en laboratoire,2,Célibataire,1393,24852,1,O,Non,12,3,1,80,0,1,2,3,1,0,0,0
26,Non,Ne_Voyage_Pas,786,Recherche et développement,7,3,Médical,1,1693,4,Homme,76,3,1,Technicien(ne) en laboratoire,4,Célibataire,2570,11925,1,O,Non,20,4,3,80,0,7,5,3,7,7,5,7
55,Non,Voyage_Rarement,1441,Recherche et développement,22,3,Diplôme technique,1,1694,1,Homme,94,2,1,Scientifique chercheur(e),2,Divorcé(e),3537,23737,5,O,Non,12,3,4,80,1,8,1,3,4,2,1,2
34,Non,Voyage_Rarement,1157,Recherche et développement,5,2,Médical,1,1696,2,Homme,57,2,2,Technicien(ne) en laboratoire,4,Marié(e),3986,11912,1,O,Non,14,3,3,80,1,15,3,4,15,10,4,13
60,Non,Voyage_Rarement,370,Recherche et développement,1,4,Médical,1,1697,3,Homme,92,1,3,Représentant(e) en santé,4,Divorcé(e),10883,20467,3,O,Non,20,4,3,80,1,19,2,4,1,0,0,0
33,Non,Voyage_Rarement,267,Recherche et développement,21,3,Médical,1,1698,2,Homme,79,4,1,Technicien(ne) en laboratoire,2,Marié(e),2028,13637,1,O,Non,18,3,4,80,3,14,6,3,14,11,2,13
37,Non,Voyage_Souvent,1278,Ventes,1,4,Médical,1,1700,3,Homme,31,1,2,Directeur/directrice commercial,4,Divorcé(e),9525,7677,1,O,Non,14,3,3,80,2,6,2,2,6,3,1,3
34,Non,Voyage_Rarement,678,Recherche et développement,19,3,Sciences biologiques,1,1701,2,Femme,35,2,1,Scientifique chercheur(e),4,Marié(e),2929,20338,1,O,Non,12,3,2,80,0,10,3,3,10,9,8,7
